Department,Gender,Age,Job_Title,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
4,1,49,0,5,0,4,8400.0,36,21,20,3,0,10,71,1,2.8397793059064833,1
5,1,49,6,2,0,3,7150.0,33,38,10,5,58,17,85,1,3.126749267435196,1
2,2,37,0,7,1,3,7800.0,45,34,24,4,100,13,28,1,3.6366941226347804,1
3,2,54,6,2,1,1,6050.0,49,15,25,8,47,17,79,2,1.949576554468484,1
3,1,39,5,5,1,4,7000.0,42,13,17,8,64,12,40,2,4.064246608585835,1
4,1,41,1,3,1,1,6600.0,41,11,14,1,75,9,22,1,3.2857740709580217,1
3,1,35,5,8,0,2,7151.343382702246,51,35,20,12,25,16,18,1,2.9191611658516985,1
3,1,43,5,8,1,5,7500.0,40,21,18,9,50,5,76,1,3.490766162893147,1
2,1,50,3,2,1,2,4200.0,41,12,8,8,2,13,20,0,3.3859188378236493,1
4,1,50,1,4,1,1,6600.0,40,3,16,7,86,10,22,0,3.1774342813487255,1
7,1,42,0,6,2,5,9000.0,40,29,9,6,15,9,76,0,3.4202378297799716,1
3,1,33,2,3,0,4,5600.0,36,36,18,7,54,7,65,1,2.239827696904994,1
4,1,40,3,7,0,3,4550.0,58,37,4,10,45,10,53,1,3.4313165609061302,1
4,1,33,0,3,1,4,8400.0,48,19,17,7,92,8,78,1,3.042930423606713,1
3,1,38,1,5,0,2,7200.0,46,37,16,0,100,6,46,0,1.2304042014605134,1
5,1,35,1,3,0,2,7200.0,43,34,19,6,100,10,41,1,1.7102781555816986,1
1,1,44,1,0,0,4,8400.0,48,23,14,5,75,18,76,1,3.0106956683611115,1
3,1,40,5,8,1,5,7500.0,32,23,14,8,32,9,88,0,3.2320166231227025,1
5,1,22,5,4,1,4,7000.0,40,28,6,11,50,8,83,1,1.7498676790905168,1
6,1,35,1,9,2,5,9000.0,44,12,8,6,87,12,30,1,3.0156416207537102,1
4,1,54,0,1,0,2,7200.0,47,40,24,2,89,5,49,1,2.555266844613934,1
8,1,55,0,2,1,3,7800.0,43,31,15,10,48,13,98,0,3.665763662750257,1
7,1,57,6,3,0,3,7150.0,31,38,9,2,75,16,80,1,4.031325150718071,1
3,1,46,6,7,1,4,7700.0,37,14,20,4,0,8,56,0,3.316855252237689,1
6,1,44,2,3,1,2,4800.0,53,27,14,5,83,10,76,2,3.4628059660797548,1
0,0,39,4,3,1,1,6600.0,45,16,14,8,75,5,35,1,2.9235353296770925,1
1,1,29,6,0,0,5,8250.0,48,2,16,2,93,9,47,0,3.259553556392376,1
2,1,45,6,5,0,3,7150.0,49,14,5,2,81,14,34,1,3.660657310931372,1
3,1,42,4,5,0,1,4950.0,52,22,17,0,46,3,61,0,1.7687070447700584,1
3,1,42,4,8,1,4,6300.0,43,36,12,5,75,7,22,0,4.596487391115565,1
0,1,30,4,0,1,5,6750.0,53,32,13,6,37,7,39,0,2.709118973710112,1
5,1,33,4,8,0,2,5400.0,47,26,17,5,32,17,50,0,3.9288008892011512,1
0,1,42,2,0,1,4,6000.0,44,1,18,7,3,4,71,0,1.2778949608928547,1
1,1,36,0,3,0,4,8400.0,46,29,10,3,14,12,78,1,1.653058822198076,1
6,1,33,5,2,0,2,6000.0,34,35,13,10,57,16,53,1,4.527176161538867,1
6,1,50,4,5,0,4,6300.0,40,0,20,2,0,13,73,0,1.801637722073255,1
3,1,39,3,4,1,3,6024.216172446147,39,10,21,7,25,6,10,0,1.167178220806127,1
7,2,52,3,2,1,3,4550.0,31,22,16,8,87,6,55,1,3.1884875640295847,1
4,1,46,4,1,0,2,5400.0,51,39,13,2,79,17,65,1,1.3885900684123804,1
0,1,26,3,5,0,5,5250.0,37,29,17,7,69,11,96,2,2.753846169382564,1
0,2,45,2,3,1,1,4400.0,53,31,7,3,100,15,53,0,4.798421068624835,1
2,1,28,3,6,1,2,4200.0,53,3,14,9,69,8,93,1,2.0888002357187228,1
8,1,55,0,6,1,3,7800.0,39,21,14,5,33,7,98,0,2.2326547890849264,1
3,1,31,5,5,0,3,6500.0,42,38,14,1,29,10,85,0,2.0198697547795783,1
3,1,42,0,0,0,5,9000.0,46,4,28,4,13,9,29,0,3.1301258748335963,1
2,1,35,3,4,0,3,4550.0,48,39,14,2,60,11,42,0,1.2398593705773275,1
2,2,48,3,3,2,1,3850.0,33,16,25,3,94,6,33,0,3.473062687477076,1
5,1,39,0,7,1,2,7200.0,44,41,24,0,53,8,95,1,3.6097191626714755,1
6,2,30,3,5,0,3,4550.0,32,18,16,9,100,4,84,1,3.7284264366155853,1
5,2,34,4,4,1,5,6750.0,54,29,14,6,75,3,16,1,3.26777095724748,1
1,1,33,5,2,1,2,6000.0,35,2,18,10,17,4,61,0,2.1751305958357694,1
2,2,33,2,2,1,1,4400.0,42,9,8,13,13,16,85,2,2.3626333380501756,1
1,1,45,5,6,0,3,6500.0,60,29,4,10,50,11,90,2,1.8716200221059118,1
0,2,37,2,6,1,1,4400.0,35,23,8,5,100,8,9,1,4.030414053673178,1
1,1,49,2,3,0,4,5600.0,38,19,13,5,44,11,36,0,3.056380073641944,1
7,2,48,4,5,0,4,6300.0,40,4,19,3,8,12,77,1,2.012977333188501,1
5,1,45,0,5,0,4,8400.0,35,38,9,12,53,7,65,1,3.9250747571242783,1
2,1,41,0,1,1,4,8400.0,47,19,10,0,17,12,66,1,1.6873243240185174,1
3,1,34,4,4,0,4,6300.0,49,34,11,7,75,12,33,1,3.1013108193632437,1
3,1,40,2,0,1,5,6000.0,49,32,16,1,6,16,13,2,3.5263495811269006,1
5,2,28,4,3,1,5,6750.0,55,36,11,7,75,4,10,1,3.9072825573262,1
8,1,29,6,0,0,4,7700.0,54,10,15,6,57,18,43,1,4.002523115244711,1
8,1,41,0,6,1,3,7800.0,44,27,8,8,0,4,87,0,1.34706191673257,1
4,2,28,4,1,0,4,6300.0,53,33,8,8,75,14,52,2,2.2290888894219094,1
1,2,54,3,7,1,4,4900.0,53,22,9,9,7,16,26,2,3.704501430960369,1
5,1,39,4,2,1,1,4950.0,42,18,0,6,50,16,14,0,2.6074015851596597,1
4,1,49,3,6,1,1,4093.6673576053813,48,6,15,8,100,10,18,0,3.232789548358488,1
1,0,40,4,6,0,2,5400.0,54,46,12,10,54,5,52,1,1.7086378895848426,1
1,0,37,4,7,0,2,5400.0,55,44,10,13,50,3,47,1,1.9107278832424806,1
5,2,33,4,2,1,4,6300.0,52,20,12,10,75,6,57,1,4.432700763581747,1
4,1,47,6,7,0,3,7150.0,51,21,3,12,50,11,88,0,3.7139022703860256,1
6,2,54,0,5,1,2,7200.0,45,12,24,4,52,16,23,0,3.08842852274696,1
4,1,46,5,4,0,3,6500.0,48,44,2,8,75,7,54,0,1.56356907870336,1
6,2,26,3,3,1,4,4900.0,46,37,14,5,29,3,77,0,3.1166462440034244,1
5,2,44,0,3,1,3,7800.0,45,29,26,4,100,9,9,1,2.6946695197945103,1
3,1,28,3,5,1,5,5250.0,48,4,4,4,27,16,94,2,2.308655155005243,1
6,1,55,3,4,0,3,4550.0,33,19,12,7,70,2,23,0,2.303828309741467,1
3,2,48,4,6,0,1,4950.0,58,9,4,8,25,7,47,2,3.1683356537020444,1
3,1,57,0,7,0,5,9000.0,46,6,5,8,67,12,40,0,1.8542640648705446,1
0,1,37,3,1,1,1,3850.0,56,25,27,3,100,8,86,1,2.7245295940940712,1
1,1,32,6,0,1,4,7700.0,41,34,16,2,29,16,77,1,2.4782572085311383,1
7,1,52,0,1,1,3,7800.0,44,29,14,10,50,13,96,1,3.6398300850663294,1
6,1,26,5,8,1,5,7500.0,35,29,22,6,25,7,55,1,3.5134416907152266,1
4,1,50,2,5,2,5,6000.0,43,3,7,13,31,13,37,0,2.716491186185012,1
5,2,39,4,5,1,2,6000.0,55,16,20,9,25,16,47,1,4.293134095172676,1
5,2,39,6,2,1,5,8250.0,36,19,8,5,83,6,82,0,2.3626535454639073,1
6,2,42,2,5,1,1,4400.0,58,14,2,11,37,13,53,1,2.9313548955050877,1
3,1,39,0,2,0,1,6600.0,58,21,12,0,75,9,43,1,4.6169341657213225,1
1,0,47,0,0,0,5,9000.0,46,7,25,8,50,13,36,1,3.5610864951416628,1
2,1,28,3,3,0,4,4900.0,48,14,22,12,39,2,78,0,3.4440711010161382,1
8,1,37,2,5,1,1,4400.0,56,8,4,11,56,13,61,2,1.8959272636986413,1
1,1,42,4,5,0,2,5400.0,38,36,20,11,53,17,45,0,3.7245275223869236,1
6,2,43,4,5,1,2,6000.0,38,19,16,7,68,5,92,0,4.940879509688152,1
8,1,40,0,6,1,3,7800.0,42,24,8,8,0,4,84,0,1.7141904565658082,1
3,1,53,4,8,0,1,4950.0,54,18,3,5,43,15,42,1,2.4072436928431173,1
3,1,43,2,4,1,4,5600.0,52,35,8,10,19,9,90,1,2.664721740091736,1
6,0,35,1,2,1,2,7200.0,47,28,14,12,50,1,22,0,2.6632551772362496,1
2,1,30,3,2,1,4,4900.0,43,5,20,13,12,13,41,1,3.0774020269134708,1
3,2,29,4,4,2,4,6300.0,55,20,17,1,75,6,33,2,3.202241924058743,1
8,1,41,6,2,2,3,7150.0,51,9,11,9,81,13,45,0,3.5098962472373936,1
6,1,53,0,3,1,3,7800.0,41,34,17,10,45,12,96,1,3.485982288053237,1
0,1,34,2,7,2,4,5600.0,46,8,20,12,3,3,84,1,1.8929458683726852,1
5,1,24,0,5,1,1,6600.0,44,5,19,4,75,8,54,1,3.3922154641239897,1
1,2,37,0,8,0,3,7800.0,46,39,20,4,100,14,31,1,3.5642638108364806,1
0,1,28,3,2,0,4,4900.0,46,23,24,13,15,5,73,1,4.520647078611281,1
0,1,50,5,8,1,3,6500.0,51,27,26,10,32,9,43,1,2.339851360165069,1
5,1,51,5,6,0,3,6500.0,39,24,12,5,93,8,34,0,3.6768822156835146,1
4,1,52,1,0,0,4,8400.0,44,14,21,12,79,17,85,0,3.476272705985251,1
1,1,56,2,5,2,4,6006.875518905085,37,4,10,11,50,5,24,0,1.4118962751084831,1
2,1,36,2,6,0,1,4400.0,38,22,9,8,75,12,59,0,3.653554539549184,1
1,1,43,3,4,1,5,5250.0,43,25,24,8,75,4,20,1,2.7714778760879835,1
3,1,39,0,7,0,4,8400.0,37,36,16,8,2,11,88,1,2.5159036504426964,1
1,1,38,5,5,1,3,6500.0,30,20,5,10,48,12,88,0,1.15589167726711,1
3,1,40,0,3,0,3,7800.0,45,38,13,4,84,2,18,1,3.335379888943362,1
0,2,35,2,8,1,1,4400.0,37,31,2,3,100,6,14,0,4.790631063691156,1
0,1,28,3,2,0,4,4900.0,47,24,23,13,16,5,76,1,4.492828034144471,1
3,2,42,3,6,2,4,4900.0,52,26,16,6,25,13,51,1,3.606195313536054,1
2,1,46,0,3,0,3,7800.0,54,7,14,5,16,8,93,1,3.858229896775598,1
4,1,43,2,4,1,4,5600.0,30,16,23,3,45,3,71,1,1.3551439694016134,1
2,1,51,3,2,2,1,3850.0,37,23,26,3,78,8,31,0,2.904453051080549,1
5,1,29,1,8,0,2,7200.0,49,40,15,4,36,4,95,0,2.4040896969137306,1
5,2,49,1,0,0,2,7200.0,43,42,17,4,61,10,65,1,2.2582437235032544,1
4,1,26,0,2,1,1,6600.0,45,20,6,12,25,8,16,1,4.049980245228034,1
6,1,44,4,1,1,3,5850.0,53,41,14,5,62,10,46,0,2.4224555634648617,1
5,1,32,3,7,0,3,4550.0,44,27,10,10,77,7,71,1,3.45047749531188,1
6,1,32,3,8,0,3,4550.0,37,10,4,5,25,7,58,2,2.2646743296842065,1
1,1,40,2,0,1,4,6000.0,46,1,18,5,0,5,71,0,1.138260940681612,1
6,2,37,3,2,0,2,4200.0,54,20,20,9,56,17,88,1,3.1594218964028666,1
4,1,52,4,4,0,5,6750.0,38,45,27,2,25,3,59,0,4.234327754998084,1
2,0,41,3,5,0,3,4550.0,43,30,4,4,34,11,50,1,1.0715793442488768,1
7,1,34,6,1,2,3,7150.0,51,7,8,12,75,12,49,1,4.087501150321727,1
1,1,42,3,4,1,3,6000.0,52,29,7,7,11,14,26,1,1.287486285834701,1
2,2,40,5,8,1,1,5500.0,38,23,8,2,39,8,79,1,3.392887081473986,1
1,1,41,0,3,0,2,7200.0,38,18,23,1,75,6,61,1,3.4278225626920737,1
4,1,51,1,2,1,4,8400.0,38,11,13,10,75,11,70,1,3.1517541832843814,1
2,1,44,4,6,1,3,5850.0,39,16,22,10,25,7,51,0,3.1654500882206684,1
0,1,42,1,4,1,1,6600.0,37,9,26,10,92,12,32,0,2.0342773138467565,1
5,1,26,6,3,0,4,7700.0,57,18,8,5,50,17,32,2,4.141943204057202,1
7,1,35,2,3,1,4,6002.811094431581,51,22,19,4,25,16,15,2,2.1713643176800197,1
1,1,51,2,4,2,5,6000.0,39,8,12,10,43,8,21,0,1.3859081228647867,1
2,2,59,5,7,1,1,5500.0,42,0,12,6,5,3,54,1,3.422679242712437,1
2,1,29,3,1,1,4,4900.0,45,4,18,13,15,14,40,1,2.739223819635347,1
5,1,31,5,3,1,2,6000.0,52,15,22,7,15,12,51,0,3.3908011063285857,1
7,1,27,0,3,0,1,6600.0,38,9,8,11,28,18,67,1,2.2316167760516885,1
1,1,58,0,7,0,2,7200.0,45,20,21,6,75,14,64,1,3.1556766936372953,1
5,1,43,2,3,0,1,6600.0,34,30,16,3,8,7,77,0,1.388114346791589,1
6,2,47,1,2,1,2,7200.0,43,36,11,8,50,11,79,2,3.281051657066037,1
2,1,28,2,4,0,2,4800.0,38,24,27,9,50,6,56,1,4.050860979149723,1
4,1,55,0,6,0,4,8400.0,44,15,15,2,50,4,44,1,2.5558264900478935,1
5,0,51,5,2,0,3,6500.0,46,45,17,4,25,4,54,0,4.285047632552311,1
4,2,31,4,2,2,4,6300.0,56,10,19,7,75,5,37,1,4.3655527039973006,1
3,1,27,6,7,1,4,7700.0,59,23,0,7,50,16,25,2,4.347440774643303,1
1,2,54,3,6,1,4,4900.0,49,19,6,11,0,15,20,1,3.5985053575146657,1
2,1,53,3,2,1,2,4200.0,44,31,18,11,85,14,35,0,4.005988775842354,1
4,1,34,2,5,0,1,4400.0,38,44,16,6,50,15,22,0,2.1237518497576797,1
3,1,39,4,6,0,2,7164.230019115234,46,33,20,12,25,14,14,1,2.527407418896885,1
3,2,52,2,4,1,1,4400.0,53,19,4,7,100,15,36,0,4.172372256001588,1
4,1,43,2,1,2,3,5207.590925086002,38,8,19,3,46,15,69,2,1.870437144196929,1
1,1,57,2,5,2,4,6000.0,40,14,8,10,50,7,18,0,1.3661191150416645,1
4,1,49,4,7,0,1,4950.0,45,18,10,1,25,9,78,0,3.014590257764872,1
6,1,31,2,7,1,1,4400.0,54,13,4,11,55,14,62,1,2.468567433687023,1
3,1,44,0,6,0,4,8400.0,37,28,18,5,0,11,79,1,2.648906402747622,1
6,1,46,0,5,1,1,6600.0,52,12,19,10,95,14,12,1,4.805120399303586,1
6,1,46,3,7,1,2,4200.0,54,5,8,11,100,11,16,0,3.240155892757234,1
5,2,39,3,5,1,1,6600.0,48,28,9,4,100,8,93,0,3.5457660495738113,1
1,1,37,1,6,0,3,7800.0,36,7,24,8,22,16,55,0,4.208820016696452,1
4,1,40,4,7,1,3,5850.0,41,26,25,13,45,8,19,1,4.509806567850166,1
3,1,40,0,3,0,3,7800.0,44,39,16,4,88,3,14,0,2.802346984860803,1
4,2,35,2,5,0,3,5208.229963684978,52,30,7,10,100,2,94,1,3.0511735833349274,1
3,1,49,4,1,1,2,5400.0,52,38,7,3,76,18,24,0,2.1238562767383784,1
1,1,46,6,1,0,5,8250.0,33,16,10,7,67,5,16,1,4.279651094012269,1
4,1,54,0,4,0,4,8400.0,36,14,21,1,0,10,62,1,3.0347606760335246,1
4,2,32,5,4,1,1,5500.0,44,31,3,6,62,8,83,1,2.3239304683714153,1
5,1,43,0,0,1,5,9000.0,36,6,28,4,25,8,49,1,2.3593791064789373,1
4,2,41,5,2,1,3,6500.0,48,41,3,11,68,12,88,2,3.173541575365956,1
0,1,32,5,6,0,3,6500.0,54,44,23,9,52,15,60,0,4.299627675549553,1
6,1,32,0,4,1,2,7200.0,42,34,21,5,0,8,66,1,3.566142850944216,1
2,1,34,3,5,0,3,4550.0,53,42,7,7,50,8,56,0,2.069674195571225,1
0,1,35,2,5,0,1,4400.0,41,30,7,5,75,14,69,0,4.4179978267587625,1
2,2,49,2,5,0,1,4400.0,48,7,0,10,7,5,42,1,2.370500785737492,1
5,2,51,6,1,0,5,8250.0,34,42,14,5,25,10,67,2,2.5486519204091556,1
3,1,44,4,7,1,3,5850.0,45,30,17,13,40,11,16,1,3.8760560883400137,1
1,1,58,0,7,0,5,9000.0,53,18,4,6,50,2,42,0,3.38057113964408,1
5,2,36,2,4,1,1,4400.0,49,37,7,10,25,12,19,0,3.5370628521194734,1
5,1,31,4,7,1,4,6300.0,53,1,23,10,50,9,27,0,4.701827861179582,1
2,2,36,2,6,0,1,4400.0,36,22,9,8,81,10,41,0,3.491647428919046,1
0,1,58,3,1,0,2,4200.0,42,36,11,12,4,6,53,1,2.752140183797012,1
1,1,47,2,5,1,5,6000.0,47,30,3,2,0,18,12,1,1.8663020484595707,1
3,1,55,5,4,0,1,5500.0,46,16,25,4,38,13,55,0,2.4693445268187286,1
5,1,39,0,3,1,3,7800.0,49,6,3,1,0,10,95,1,3.0916287288504294,1
4,1,39,3,3,1,3,6014.0382790477925,41,9,19,8,25,5,13,0,1.1305378045720536,1
1,2,41,0,7,0,3,7800.0,47,40,17,6,100,15,28,1,3.5708620182070994,1
3,1,34,4,3,1,3,5850.0,44,19,16,2,75,10,35,0,4.134678530109708,1
6,2,46,0,7,1,1,6600.0,53,12,22,11,100,15,16,1,4.601645787770588,1
4,1,36,3,6,1,5,5250.0,49,31,26,10,88,3,27,1,3.2046524476682694,1
5,0,29,5,7,0,1,6016.5122774390875,41,17,21,6,75,9,71,0,4.4091662981710735,1
3,1,51,3,3,1,4,4900.0,41,20,17,5,14,10,17,0,2.306990043910309,1
2,1,31,6,4,0,5,8250.0,46,7,24,10,64,10,45,0,2.239392411520697,1
4,2,45,4,3,1,5,6750.0,45,31,8,6,40,11,21,0,3.725122033418778,1
5,1,46,2,5,1,4,6000.0,44,2,7,13,25,14,46,1,3.1937253348106376,1
4,1,41,5,4,0,3,6500.0,37,27,18,4,81,11,42,0,4.574370050974273,1
4,1,53,2,2,0,1,4400.0,58,16,1,9,35,11,51,1,3.6535644437327184,1
2,1,38,5,4,0,3,6500.0,48,26,14,4,32,11,89,0,1.8798029456217713,1
5,1,35,4,3,2,2,5400.0,33,41,6,0,100,10,50,1,2.545797755000323,1
4,2,54,4,5,1,5,6750.0,35,48,28,2,25,2,60,1,4.4714813805547635,1
6,1,47,3,4,1,3,6000.0,52,30,11,5,38,13,9,0,2.0015747388192295,1
2,0,38,4,2,1,1,6600.0,48,15,22,4,93,10,91,1,1.2292914909017956,1
2,2,42,6,4,2,1,6050.0,45,14,27,5,61,11,81,1,3.0132071181876374,1
2,1,32,3,2,0,3,4550.0,45,39,11,4,57,6,60,0,1.5340449222961725,1
0,0,56,4,6,1,2,6000.0,58,46,11,6,25,4,90,2,2.0139456217665197,1
0,1,29,6,0,0,5,8250.0,48,1,13,1,98,8,46,0,3.540179739458658,1
3,1,43,1,2,0,4,8400.0,47,36,17,10,8,15,3,0,3.0197610774422188,1
5,1,32,3,4,1,5,5250.0,43,30,20,1,74,13,59,2,2.772901829725152,1
6,1,45,5,4,2,3,6500.0,40,31,11,5,4,15,63,0,2.8272490199323963,1
2,2,39,5,9,1,1,5500.0,37,25,7,1,50,8,88,1,3.2819424457077995,1
2,1,53,3,5,0,2,4200.0,48,25,22,13,100,12,44,0,3.1801580009374133,1
3,1,35,2,1,0,2,4800.0,53,14,8,2,0,8,63,1,4.962100509246863,1
3,1,47,3,4,0,5,5250.0,52,19,25,0,75,9,53,1,2.328957023442971,1
5,2,42,0,4,1,1,6600.0,35,11,17,6,25,10,19,2,3.051184490606341,1
2,2,36,5,9,1,1,5500.0,37,29,7,1,50,9,87,1,3.352797384411953,1
3,2,46,4,6,0,1,4950.0,58,8,5,6,25,9,52,2,3.540127928029089,1
2,2,36,3,1,0,4,4900.0,44,39,21,6,39,1,87,1,3.1680019963398185,1
4,1,52,0,6,0,4,8400.0,42,23,14,5,50,5,51,1,2.981254004839408,1
2,0,37,4,6,1,2,5400.0,46,44,9,8,68,5,49,1,2.0982034893569703,1
7,2,55,0,5,0,2,7200.0,47,12,23,4,53,17,23,0,2.703523252616677,1
1,2,44,3,4,1,5,5250.0,44,25,24,10,73,3,13,1,2.7513420923625644,1
3,2,56,6,3,1,1,6050.0,49,12,23,8,50,16,70,1,2.0254426298068546,1
3,2,29,4,0,0,4,6300.0,55,18,14,10,75,13,42,1,3.143857021971172,1
8,1,26,5,5,1,2,6000.0,43,25,20,10,62,8,72,0,4.6424859476367475,1
5,0,48,2,4,0,4,6000.0,32,40,12,10,75,16,56,0,2.458086194379665,1
4,2,26,2,0,1,4,6000.0,45,6,2,8,50,11,90,1,4.968015408078107,1
2,1,46,3,5,2,5,5250.0,39,40,21,6,10,10,20,0,2.4559175389918035,1
0,1,29,0,2,0,2,7200.0,37,21,21,3,65,6,56,1,3.3328986978582775,1
5,2,31,2,6,1,1,4400.0,43,37,9,10,19,10,12,0,2.8992963367527893,1
7,1,37,0,4,1,1,6600.0,54,18,19,10,100,17,20,2,4.89,1
7,2,25,0,3,0,1,6600.0,40,9,9,12,23,18,64,1,2.0567182440476666,1
2,2,40,3,6,1,5,5250.0,52,38,14,12,25,11,13,0,1.9647900068367372,1
0,1,36,4,8,1,3,5850.0,53,1,16,3,25,1,81,0,4.4389321418284196,1
4,1,40,1,3,1,3,7800.0,47,9,7,1,0,13,97,1,3.529373530328192,1
1,1,47,5,2,0,3,6500.0,50,8,13,11,50,15,86,1,2.312477903154114,1
4,2,37,3,3,0,3,4550.0,55,34,2,4,25,5,62,0,2.486810266624126,1
1,0,54,4,5,1,2,6000.0,57,48,11,4,25,3,88,1,1.9650445808542512,1
7,1,25,2,8,1,3,5200.0,58,20,8,11,100,2,44,0,4.437500487023647,1
5,2,29,6,4,0,5,8250.0,57,31,4,4,100,12,62,0,2.7845390797627,1
1,1,59,0,8,0,5,9000.0,54,18,3,6,50,2,41,0,3.421112961662311,1
0,2,29,0,8,0,3,7800.0,33,18,19,4,76,15,52,0,2.2925000263341464,1
2,1,46,3,4,1,4,4900.0,53,14,8,11,8,16,25,1,2.910894440956995,1
2,1,44,5,3,0,3,6500.0,53,17,15,6,39,13,88,1,2.2808949959237985,1
5,1,42,1,1,1,2,7200.0,43,37,16,6,50,12,76,1,3.371651046346117,1
2,1,43,4,4,1,5,6750.0,52,38,13,1,40,7,43,1,4.154238840759425,1
1,1,28,4,7,1,1,4950.0,46,10,5,9,8,15,70,0,3.3877565381712325,1
7,1,41,0,6,1,3,7800.0,45,24,7,6,0,6,91,1,1.4847696828782233,1
5,2,45,0,1,1,2,7200.0,44,32,16,9,50,10,76,1,2.8064865172101223,1
1,1,26,3,6,0,5,5250.0,41,18,10,6,52,13,97,2,2.459049197898765,1
2,1,56,2,5,0,2,4800.0,41,33,16,7,100,13,29,0,3.3643163658853417,1
2,1,39,2,4,0,1,4400.0,46,22,5,6,75,12,72,1,4.159952757894387,1
5,2,53,2,3,1,3,5200.0,37,26,11,10,39,6,50,1,2.482834170756912,1
3,2,30,4,0,1,4,6300.0,55,17,14,11,75,12,42,1,3.3606577867777676,1
2,0,40,5,2,1,1,6600.0,51,16,23,5,96,11,92,1,1.2626635491514164,1
1,1,36,6,8,0,4,7700.0,54,42,13,10,100,14,8,1,2.309065701917576,1
5,1,35,0,6,1,1,6600.0,57,30,11,4,100,10,85,0,3.0687700880411897,1
1,2,24,2,2,2,1,4400.0,33,35,24,0,1,17,63,0,4.756624594295669,1
1,2,54,3,2,0,4,4900.0,35,13,25,12,94,15,65,1,3.5830499195913745,1
2,1,49,4,7,1,3,5850.0,48,28,8,12,25,12,34,1,2.5474419510977064,1
4,2,53,2,5,1,1,4400.0,52,16,2,9,100,15,28,0,3.9801603691162617,1
8,1,23,3,1,0,1,6600.0,52,10,10,11,25,15,46,1,1.7649414937560373,1
4,2,49,4,7,1,5,6750.0,49,9,23,5,72,1,35,0,1.2718860709665685,1
6,0,24,0,2,1,3,7800.0,45,0,18,1,48,3,67,1,4.328418637993029,1
7,1,46,6,8,1,4,7700.0,37,36,25,0,43,8,88,2,2.163046961482445,1
3,1,39,6,5,0,4,7700.0,52,34,6,10,100,13,17,1,2.715138498672482,1
3,1,38,1,5,0,2,7200.0,50,37,18,3,100,9,61,0,1.6135296363248073,1
1,1,33,6,1,0,3,7150.0,38,38,12,12,25,18,94,1,1.404483458222057,1
0,1,40,3,7,1,3,6000.0,45,22,16,7,8,14,72,2,2.5752412236184723,1
0,1,26,3,1,0,4,4900.0,52,25,22,13,30,2,86,0,4.037360152912006,1
2,1,35,6,8,0,3,7150.0,51,34,18,11,28,16,20,2,3.064602014619721,1
7,2,55,0,6,0,2,7200.0,47,11,20,6,57,16,20,0,2.4272433434996685,1
2,1,43,0,6,1,2,7200.0,38,36,12,5,100,13,46,1,2.3096228786852206,1
0,1,26,0,8,1,3,7800.0,34,46,16,6,62,5,35,1,1.7530836573084285,1
2,2,37,2,5,0,1,4400.0,38,20,11,9,76,12,52,0,3.165538545247091,1
7,2,29,6,1,0,4,7700.0,55,14,14,3,53,17,41,1,3.696087461619033,1
8,1,25,6,0,0,2,6600.0,56,17,11,10,25,13,37,0,1.6691464825205775,1
4,1,23,0,7,1,5,9000.0,45,14,18,11,87,5,26,1,2.2302872440721075,1
5,1,34,5,7,1,5,7500.0,43,43,16,12,56,13,33,1,3.9988131800052256,1
4,1,36,4,7,1,4,6300.0,52,3,17,8,57,9,29,0,4.481427737350843,1
6,0,26,0,5,1,3,7800.0,51,6,18,3,37,6,63,1,3.8362283545894833,1
7,1,49,1,9,0,5,9000.0,48,9,5,1,100,17,38,2,2.803466007548111,1
5,0,51,5,3,0,3,6500.0,48,43,13,4,25,5,51,0,3.8422691736485635,1
5,1,40,6,2,0,5,8250.0,51,31,17,13,50,5,66,1,1.6231663834292325,1
5,1,47,3,3,1,3,6000.0,48,21,10,8,36,7,11,0,1.451075690997811,1
4,1,43,2,2,1,3,5200.0,40,15,15,4,64,12,74,1,2.039837141700539,1
1,1,50,3,3,1,2,4200.0,55,18,18,13,88,14,30,0,3.3900185484181433,1
1,1,51,5,6,0,1,5500.0,35,12,25,8,51,12,47,0,1.553738544055086,1
6,1,44,4,8,0,1,6600.0,40,46,3,9,42,11,19,1,2.8604223702615945,1
6,1,37,4,7,0,1,4950.0,47,21,17,5,11,11,82,0,2.28886590154228,1
4,2,26,2,5,2,1,4400.0,41,44,15,7,18,13,20,0,3.6462079152734503,1
3,1,49,0,3,0,2,7200.0,49,35,23,3,100,5,42,0,2.813216984474947,1
6,2,36,0,1,1,1,6600.0,42,36,6,12,25,13,3,2,3.830906652743079,1
3,2,46,5,0,1,4,7000.0,42,22,15,10,50,18,56,1,3.9343841579987515,1
2,2,44,3,3,0,4,4900.0,42,28,24,5,60,2,81,2,2.250479667937375,1
7,1,55,0,8,0,2,7200.0,48,10,9,12,72,12,7,0,1.3544997228988034,1
1,1,28,1,1,0,3,7800.0,49,9,4,5,49,6,87,1,2.6070701339190916,1
4,1,41,6,5,1,4,7700.0,44,27,25,2,13,8,84,2,1.6476170916583985,1
6,1,51,0,0,0,2,7200.0,41,45,21,0,75,6,59,1,1.4668542979396146,1
